datadate,fyear,cik,sic2,gdwlip,at,ceq,invt,xint,cogs,sale,prcc_f,csho,act,rectr,lct,dt,ni,acqintan,am,intan,xrd,xad,acqppe
31dec2001,2001,724606,58,0,143.934,119.872,3.459,.072,148.972,201.117,52.04,14.249,36.004,4.871,22.381,0,13.152,0,1.1,17.53,0,3.5,0
31jan2002,2001,701985,56,0,4719,2744,966,34,5833,9363,18.55,429,2682,79,1319,400,519,0,10,152,0,446,0
31jan2002,2001,1057746,59,0,425.838,237.16,149.792,0,774.439,1015.109,37.6,25.783,306.447,11.474,185.001,.468,17.712,0,0,8.742000000000001,0,0,0
31dec2001,2001,935066,58,0,14.847,1.474,.458,.5,50.913,57.529,.4,4.454,2.488,0,10.068,3.541,-3.019,0,0,2.681,0,0,0
31jan2002,2001,1528849,57,0,206.742,88.986,62.609,4.795,248.83,366.473,10.17,28.828,101.972,3.278,50.61,.417,-33.025,0,0,4.56,0,16.1,0
30sep2001,2001,763730,59,0,8.736000000000001,4.498,6.896,.327,.571,1.22,4.95,5.626,.005,.032,.114,4.005,-1.336,0,0,0,0,.031,0
30jun2001,2001,884647,59,0,12.603,6.407,4.721,.086,36.663,45.506,2.74,3.758,10.659,4.447,4.817,.739,-.548,0,0,0,0,0,0
31jan2002,2001,1337885,56,0,82.23399999999999,37.457,14.64,.6,74.425,143.728,7.85,44.484,51.722,0,24.301,0,-28.451,0,0,0,0,1.3,0
31dec2001,2001,205239,59,0,7.077,3.385,0,0,.045,.06,.24,9.984999999999999,3.659,.236,.502,0,-3.793,0,0,0,0,0,0
31aug2001,2001,874385,59,0,35.634,23.72,27.807,0,63.857,100.888,2.25,4.799,30.963,0,11.914,0,.046,0,0,0,0,4.162,0
31dec2001,2001,1086467,59,-7.667,171.298,141.851,6.659,.3,114.405,145.258,1.95,66.732,109.625,10.171,28.809,2.25,-282.825,0,0,22.487,18.979,28.7,0
31dec2001,2001,1081202,59,0,33.737,32.931,0,0,.248,2.687,3.12,6.467,28.908,.303,.798,0,-.491,0,0,0,0,.984,0
31jan2002,2001,1018840,56,0,770.546,595.434,108.876,0,765.664,1364.853,26.55,98.873,405.195,20.456,163.579,0,168.672,0,0,0,0,30.7,0
31jan2002,2001,19353,56,0,1132.677,549.802,300.407,18.701,1402.161,1993.843,5.89,111.891,484.744,0,339.697,217.87,-4.406,0,5.191,282.037,0,47.31,0
31dec2001,2001,1062663,59,0,.348,.01,0,.001,.504,.577,.11,8.646000000000001,.064,0,.114,0,-1.168,0,0,0,0,0,0
31jan2002,2001,884217,56,0,717.869,509.883,375.471,3.708,780.0940000000001,1273.154,22.24,41.003,451.335,0,149.4,40.099,43.276,0,0,39.677,0,61.2,0
31dec2001,2001,1045598,58,0,21.953,17.916,.507,0,29.437,32.029,1,5.825,7.768,.472,3.702,.473,-6.802,0,0,0,0,.48,0
31jan2002,2001,715779,56,0,195.943,157.958,31.042,.111,200.468,307.582,26.75,13.625,170.397,0,37.985,.301,23.59,0,0,0,0,0,0
31jan2002,2001,879206,59,0,4.08,1.986,1.37,.031,3.096,10.261,.52,2.895,2.244,0,1.792,0,-1.48,0,0,.026,0,.18,0
31dec2001,2001,1044434,58,0,7.569,-.187,1.069,.415,.186,.506,5.32,11.058,4.254,1.743,4.337,4.009,-6.879,0,0,2.186,0,0,0
31mar2002,2001,810829,59,0,15.15,10.613,6.959,.207,9.593,16.602,.32,57.853,9.882999999999999,2.263,3.567,1.266,1.675,0,0,3.897,0,.195,0
31jul2001,2001,846535,59,0,1.286,.652,.395,.043,3.941,6.835,.45,1.95,1.046,.569,.6,0,.139,0,0,0,0,.019,0
31dec2001,2001,901495,58,0,19.508,10.591,.229,.5639999999999999,21.824,31.138,3.98,4.62,2.742,.582,3.032,5.772,1.027,0,.158,1.751,0,1.824,0
28feb2002,2001,1018005,56,0,169.247,94.928,64.295,0,258.777,464.024,15.53,10.559,90.154,3.17,63.475,0,1.8,0,0,0,0,0,0
31dec2001,2001,1046501,58,0,168.082,145.592,4.784,.27,139.697,175.635,16.21,16.288,22.088,2.026,21.425,.468,6.818,0,0,1.721,0,0,0
30jun2001,2001,1084869,59,0,195.257,117.816,14.885,1.264,267.779,442.239,14.84,64.282,88.821,8.209,61.412,15.45,-41.321,0,0,29.197,0,71,0
31jan2002,2001,34115,56,0,611.575,404.188,78.596,6.432,473.785,918.737,18.74,48.67,214.424,0,82.536,131.144,19.583,0,0,193.14,0,0,0
31dec2001,2001,105668,58,0,2076.043,1029.779,27.4,30.175,1727.163,2391.197,29.17,105.175,266.353,83.60299999999999,296.687,655.456,193.649,0,0,41.214,0,68.40000000000001,0
31jan2002,2001,885546,56,0,54.931,15.014,27.259,1.605,72.002,127.909,.15,27.041,29.827,0,33.749,.713,-10.363,0,0,0,0,7.86,0
31dec2001,2001,1048566,58,0,82.057,38.799,4.471,5.792,20.872,12.953,2.45,10.507,.005,4.819,.114,37.966,-17.946,0,0,0,0,0,0
31dec2001,2001,1125856,59,0,1.319,.087,0,.053,1.902,1.797,.11,20,.212,.017,.537,.951,-.138,0,0,0,0,0,0
30sep2001,2001,932699,59,0,15.254,-.3,0,1.003,14.952,21.753,.65,13.648,4.917,3.447,5.289,8.715999999999999,.803,0,.196,2.172,0,0,0
31dec2001,2001,1014343,58,0,8.558,-.946,1.825,3.173,13.693,14.21,.92,10.122,4.95,2.661,3.995,.148,-13.67,0,0,1.373,.424,.108,0
31dec2001,2001,883670,58,0,515.029,454.439,12.466,.039,491.633,598.0170000000001,14.83,24.05,103.687,.856,55.403,0,13.256,0,0,24.589,0,18.05,0
31dec2001,2001,1051009,56,0,39.162,21.678,31.398,.6830000000000001,59.123,88.13500000000001,1.19,6.8,33.874,.452,11.036,4.647,1.461,0,0,0,0,0,0
31mar2002,2001,935226,58,0,98.301,73.71299999999999,4.097,1.002,136.563,171.507,20.4,7.418,12.679,.99,20.589,7.373,8.829000000000001,0,0,16.478,0,0,0
31jan2002,2001,1024441,59,0,81.29900000000001,-18.933,59.496,2.813,121.862,227.943,.03,7.503,62.627,0,45.334,.643,-5.531,0,0,0,0,7.218,0
31jan2002,2001,1087414,56,0,299.823,146.622,52.449,10.393,208.845,375.83,1.75,13.903,98.789,26.689,55.88,81.048,-15.171,0,0,149.439,0,6.647,0
31oct2001,2001,917126,58,0,167.238,20.38,2.042,10.437,189.11,226.785,2.3,11.58,9.994999999999999,1.842,33.4,115.002,-15.53,0,0,0,0,7.63,0
31jan2002,2001,811696,59,0,162.338,94.743,50.151,.355,216.134,396.199,10.95,11.971,113.158,8.098000000000001,59.736,2.207,1.296,0,0,0,0,68.479,0
31jan2002,2001,1137067,59,0,275.74,187.221,111.815,7.095,337.953,482.528,13.07,17.034,160.595,2.071,77.054,11.3,4.632,0,.783,18.334,0,12.2,0
31jan2002,2001,934509,59,0,27.772,.593,17.018,1.433,78.86499999999999,86.809,.71,1.886,18.984,1.18,23.646,2.148,-9.801,0,0,0,0,3.3,0
30sep2001,2001,876523,59,0,178.56,101.957,34.231,8.523,79.389,186.17,1.7,12.128,103.245,57.235,27.911,60.192,-.5679999999999999,0,0,0,0,1.146,0
30sep2001,2001,825324,58,0,9.242000000000001,3.774,.095,.149,13.246,16.646,1.75,2.242,1.61,.06,1.8,2.532,-.081,0,0,0,0,1.03,0
31may2002,2001,718916,56,0,1273.791,722.498,564.652,.965,1614.391,2577.206,22.9,44.478,750.715,16.273,514.402,23.073,66.864,0,0,0,0,62.1,0
31dec2001,2001,1030896,59,0,14.881,8.308,6.388,.175,15.235,22.95,1.9,9.205,13.533,1.252,6.297,.182,-25.006,0,0,0,0,4.026,0
31jan2002,2001,812446,56,0,109.802,19.305,54.131,3.458,223.789,340.43,2.35,2.876,66.627,0,76.114,14.087,-19.712,0,0,0,0,1.5,0
28feb2002,2001,883943,56,0,128.618,111.976,18.999,0,153.661,275.853,28.74,25.194,68.95699999999999,1.595,14.118,0,32.856,0,0,0,0,.86,0
30sep2001,2001,942133,58,0,157.896,74.18000000000001,8.185,5.375,161.077,198.463,6.79,5.676,12.38,0,37.524,57.253,2.362,0,.008,0,0,6.243,0
31dec2001,2001,1098583,59,0,1.352,.971,.246,.004,1.52,2.53,.05,21.833,.313,.045,.381,0,-.632,0,0,.537,0,.033,0
31dec2001,2001,1035517,59,0,.611,.503,.069,0,3.69,.276,.49,10.771,.108,.039,.114,0,-3.717,0,0,0,0,0,0
30apr2002,2001,1055454,59,0,673.6420000000001,271.17,98.148,17.321,462.209,767.3869999999999,28.37,18.046,172.328,34.356,93.741,290.063,21.779,0,1.131,426.403,0,0,0
31jan2002,2001,929470,59,0,601.157,155.123,358.119,13.821,987.09,1418.998,8.050000000000001,32.651,411.669,0,222.931,180.332,12.35,0,0,0,0,33,0
31jan2002,2001,919012,56,0,672.721,502.052,91.096,0,824.5309999999999,1371.899,25.44,71.90600000000001,378.03,17.627,149.942,23.405,105.495,0,0,23.966,0,45.3,0
31dec2001,2001,910721,56,0,179.977,112.937,31.855,1.577,180.307,287.043,21.53,12.07,91.746,13.615,37.401,17.345,13.145,0,0,0,0,0,0
28feb2002,2001,764478,57,0,7375,2521,2258,20,14858,19597,67.40000000000001,212.752,4611,247,3730,820,570,0,20,773,0,540,0
31jan2002,2001,884940,56,0,417.672,201.895,296.158,4,986.745,1320.19,8.859999999999999,41.496,322.959,0,143.747,57.75,15.354,0,0,0,0,47.007,0
31jan2002,2001,727089,58,0,5.694,-3.694,.151,.516,17.077,18.696,.22,8.241,.609,.02,2.623,6.821,-2.912,0,.073,.54,0,.429,0
31jan2002,2001,874841,56,0,355.441,247.955,102.512,0,437.514,684.84,22.98,32.771,144.83,3.044,65.931,26.587,27.566,0,0,6.521,0,12.967,0
31dec2001,2001,1009244,58,0,30.067,15.717,.654,.6929999999999999,53.12,63.245,3.23,3.514,2.648,.113,5.802,6.573,.849,0,0,7.6,0,0,0
31dec2001,2001,933098,58,0,23.662,15.88,.452,.662,8.717000000000001,30.746,1.25,7.806,3.098,.533,3.601,5.486,.586,0,0,4.272,0,0,0
31jan2003,2002,72333,56,0,4096.376,1372.057,953.112,90.527,3737.441,6116.053,18.04,135.444,2072.618,730.081,870.091,1347.371,90.224,0,0,144.293,0,144.482,0
31dec2002,2002,1051009,56,0,41.393,21.825,33.66,.155,55.838,83.782,1.13,6.8,36.711,.849,9.077999999999999,8.491,.147,0,0,0,0,0,0
31dec2002,2002,64803,59,0,9645.299999999999,5141,4013.9,60.6,18112.7,24181.5,24.97,393.071,5982.1,1019.3,3105.9,1108.3,716.6,0,0,1230.3,0,152.2,0
31dec2002,2002,930686,58,0,18.039,10.522,.096,.512,23.403,28.507,.73,12.15,2.262,1.086,3.442,4.582,-1.053,0,.662,8.092000000000001,0,0,0
31jul2002,2002,109156,59,0,1477.853,939.807,782.316,9.75,1091.673,2191.727,30.1,33.569,915.1180000000001,0,341.767,86.749,143.932,0,0,212.039,0,62.9,0
31dec2002,2002,883505,59,0,66.724,-6.266,2.616,5.968,47.089,71.029,14.5,2.851,13.074,1.593,6.865,67.485,-2.573,0,.195,4.656,0,0,0
31dec2002,2002,1171759,58,0,169.626,98.989,3.289,5.936,213.637,274.41,12.74,15.108,14.674,.833,27.861,39.98,8.263,0,.629,34.074,0,0,0
30sep2002,2002,932628,59,0,1472.618,228.366,62.496,87.839,632.894,1307.88,23.16,49.432,231.27,83.274,307.824,945.784,55.366,0,3.287,612.509,0,0,0
31dec2002,2002,1171014,58,0,66.243,39.327,1.466,1.742,73.55,84.42400000000001,5.56,16.574,17.686,.384,16.917,1.648,-20.871,0,0,1.363,0,.11,0
31jan2003,2002,201424,58,-.584,19.197,14.352,1.129,.178,7.151,22.954,1.37,3.966,4.229,0,2.136,2.232,-1.114,0,.011,.9429999999999999,0,.593,0
31jan2003,2002,1087414,56,0,308.448,155.584,62.252,11.036,204.015,387.971,4.25,13.903,108.883,24.957,64.681,65.476,8.465999999999999,0,0,147.764,0,7.12,0
31dec2002,2002,1018724,59,0,1990.449,-969.064,202.425,142.925,2858.044,3932.936,18.89,387.906,1615.676,0,1065.958,2259.009,-149.132,0,5.478,74.271,27.303,114,0
31may2003,2002,940944,58,0,2664.633,1196.191,173.644,47.566,3640.595,4654.971,19.81,164.95,325.629,29.023,639.909,658.086,232.26,0,0,21.219,0,203.393,0
31jan2003,2002,719955,59,0,1264.455,643.978,321.247,2.71,1317.745,2360.83,23.67,114.317,625.384,34.288,424.828,25.49,124.403,0,0,0,0,0,0
30sep2002,2002,1092006,56,0,179.503,128.56,33.319,0,282.581,409.382,9.5,21.211,53.675,0,40.757,0,22.408,0,0,28.79,0,.68,0
31aug2002,2002,1618921,59,0,9878.799999999999,6230.2,3645.2,8.5,20768.8,28681.1,34.75,1010.819,5166.5,954.8,2955.2,11.2,1019.2,0,0,0,0,64.5,0
31dec2002,2002,879554,58,0,125.035,60.529,1.026,3.241,137.778,179.046,6.26,12.269,25.765,2.667,20.479,30.984,-1.706,0,0,44.728,0,10.312,0
31mar2003,2002,872855,59,0,61.996,28.046,19.564,.629,70.416,102.617,1.95,8.917,44.054,19.757,16.338,17.683,-9.003,0,0,0,0,0,0
30sep2002,2002,779544,58,0,47.96,21.446,1.925,1.212,97.913,115.48,6.94,3.181,7.982,2,15.972,15.831,4.229,0,.393,3.782,0,0,0
31dec2002,2002,1045151,59,0,.348,-3.162,0,.546,.045,.969,.03,10.32,.012,.012,1.447,2.543,-.746,0,.008,.001,0,.01,0
31jan2003,2002,1137067,59,0,321.221,207.277,138.993,2.053,416.23,597.745,10.14,17.085,165.588,6.029,105.486,6.289,18.72,0,0,18.334,0,17.8,0
28feb2003,2002,104599,57,0,3799.117,2341.575,1409.736,1.793,7445.736,10015.946,4.42,209.955,3102.91,775.3390000000001,1280.069,12.664,106.084,0,0,0,0,345.1,0
31jan2003,2002,874214,56,0,1010.826,714.418,185.484,6.886,585.7859999999999,1382.786,18.61,44.882,455.271,10.367,151.195,121.652,80.158,0,0,286.579,0,30.6,0
31jan2003,2002,1593936,59,0,1560.973,1012.027,809.418,21.074,1725.064,2856.373,33.75,67.467,1066.44,0,299.454,200,140.297,0,0,115.839,0,133,0
30jun2002,2002,1084869,59,0,207.157,123.908,15.647,1.245,293.269,497.205,11.16,65.468,90.611,9.345000000000001,67.31,15.398,-1.511,0,0,41.846,0,69.59999999999999,0
30nov2002,2002,808219,58,0,46.756,7.609,.208,1.982,38.318,45.953,5.05,5.343,1.506,.236,4.684,32.281,.709,0,0,5.425,0,1.838,0
31jan2003,2002,96287,57,0,236.189,169.408,102.768,.152,336.859,494,5.72,33.528,180.499,0,60.599,0,7.217,0,0,.423,0,20.258,0
31dec2002,2002,,58,-1.16,112.395,29.61,2.832,3.904,194.785,220.151,2.12,14.142,12.554,1.997,27.582,55.5,-8.577,0,.461,26.127,0,0,0
30jun2002,2002,803227,57,0,145.102,88.446,81.31399999999999,.403,239.881,393.809,11.15,21.754,111.59,12.903,46.993,.548,13.568,0,0,0,0,13.01,0
31dec2002,2002,910721,56,0,228.26,145.099,33.998,1.369,201.731,347.574,13.98,19.495,115.962,21.317,42.738,15.59,18.91,0,0,0,0,.958,0
31dec2002,2002,1137047,58,-.075,77.855,54.406,3.578,.281,67.979,79.717,3.5,9.353999999999999,15.098,2.261,10.008,9.388999999999999,-2.127,0,0,10.144,0,1.229,0
31jan2003,2002,1319947,56,0,831.799,221.164,389.825,32.493,1457.667,2458.124,1.95,33.906,483.154,11.599,301.764,265.473,-3.665,0,0,85.202,0,94.09999999999999,0
31dec2002,2002,1013488,58,0,77.849,66.616,.78,.264,61.629,75.705,6.9,19.305,35.911,0,9.984999999999999,.5610000000000001,1.667,0,0,4.762,0,.5610000000000001,0
31mar2003,2002,771214,58,0,17.389,9.75,.431,.428,26.947,31.984,5,2.042,4.083,.261,2.252,4.772,1.558,0,0,5.5,0,.341,0
31dec2002,2002,789356,58,0,168.445,134.121,2.466,0,244.559,306.322,25.2,18.743,37.876,2.933,31.314,0,15.33,0,0,0,0,2.67,0
31jan2003,2002,18255,56,0,383.41,270.164,93.45699999999999,0,496.345,748.331,17.8,25.563,260.891,54.116,98.282,0,45.833,0,0,0,0,5.299,0
31jan2003,2002,888455,59,0,554.855,-11.083,138.41,33.467,964.3099999999999,1476.634,21.01,57.373,283.601,14.303,170.55,365.541,32.141,0,0,40.644,0,0,0
31jan2003,2002,884217,56,0,769.313,531.761,360.159,2.242,796.417,1295.049,14.01,39.74,494.582,0,169.31,40.746,42.412,0,.428,42.794,0,60.1,0
31dec2002,2002,1062663,59,0,.348,-.157,0,.004,.045,.06,.07,15.53,.005,0,.114,0,-.8159999999999999,0,0,0,0,0,0
31dec2002,2002,800240,59,0,4765.812,2297.112,1305.589,46.195,7821.916,11356.633,14.76,308.515,3209.715,482.532,1992.009,428.085,310.708,0,1.5,270.297,0,317.6,0
31dec2002,2002,1014343,58,0,4.526,-6.207,1.524,.396,4.502,7.676,.04,14.491,2.692,.769,5.258,.079,-5.356,0,0,1.097,.256,.072,0
31jan2003,2002,940510,59,0,2268.2,1030.6,1183.3,12.6,2454.4,3513,15.15,78.732,1541.3,0,1087.6,69.59999999999999,111.7,0,0,96.5,0,0,0
31jan2003,2002,1528849,57,0,226.228,94.73399999999999,94.5,3.044,264.431,400.337,2.3,30.051,111.927,3.352,50.841,14.167,-3.603,0,0,4.56,0,23.5,0
28feb2003,2002,84129,59,0,6133.515,-506.034,2195.03,330.02,11828.655,15800.92,2.4,515.115,3243.887,575.518,1566.998,3862.628,-112.076,0,42.038,884.303,0,242.035,0
31jan2003,2002,715779,56,0,213.39,178.037,29.911,0,207.55,317.722,20,13.685,186.674,0,35.353,0,25.488,0,0,0,0,0,0
31aug2002,2002,874385,59,0,38.57,24.011,30.327,0,70.15000000000001,110.672,4.25,4.798,33.779,0,14.559,0,.29,0,0,0,0,4.196,0
31jan2003,2002,18498,56,0,419.214,175.18,168.622,8.944000000000001,418.917,828.307,16.63,21.733,269.431,16.762,88.26600000000001,103.245,36.28,0,0,0,0,22.6,0
31jul2002,2002,1096199,59,-42.782,66.968,39.388,.3,.032,11.038,20.385,.72,54.165,42.997,.764,12.005,.042,-91.038,0,11.73,2.169,8.122,2.7,0
31jan2003,2002,1168213,56,0,223.032,127.959,46.645,.343,379.385,550.904,12.15,35.306,144.789,0,57.998,0,31.29,0,0,0,0,5.719,0
31dec2002,2002,1045598,58,0,10.705,3.429,.409,0,29.811,30.593,.28,5.88,2.133,.428,7.042,1.733,-15.129,0,0,0,0,1.2,0
31dec2002,2002,883976,58,0,386.907,300.132,14.309,2.696,468.258,584.504,27.62,21.971,64.437,6.576,61.82,22.484,33.439,0,0,19.187,0,16.8,0
31jan2003,2002,874841,56,0,399.743,302.391,123.433,.594,530.2569999999999,846.393,18.2,49.489,182.633,2.916,73.328,5.688,49.677,0,0,6.492,0,8.897,0
30jun2002,2002,1094012,59,-1.063,2.533,2.08,.038,0,.155,.178,.095,3,1.189,.016,.211,.255,-4.1,0,0,.05,0,0,0
30jun2002,2002,764960,59,0,149.526,-155.931,79.59099999999999,7.658,717.336,846.3630000000001,.5600000000000001,12.241,.005,23.577,.114,36.137,-80.78700000000001,0,0,0,0,19.581,0
31jan2003,2002,1043156,58,0,39.305,19.939,.619,.739,67.48,74.798,2.35,2.95,3.296,.367,14.112,9.134,-1.839,0,0,3.873,0,.853,0
30sep2002,2002,12040,58,0,17.367,9.957000000000001,1.422,.175,29.753,40.659,5.45,1.927,5.354,.156,2.374,1.938,1.383,0,0,.347,0,.263,0
30sep2002,2002,1726173,58,0,395.895,167.055,5.206,14.617,335.357,459.014,11,26.958,18.628,2.955,50.291,180.159,23.089,0,0,1.434,0,0,0
31dec2002,2002,205239,59,0,1.826,1.095,0,0,.045,.06,.052,9.984999999999999,1.702,.213,.295,0,-2.29,0,0,0,0,0,0
31jan2003,2002,745732,56,0,1361.345,643.188,716.518,.279,2575.083,3531.349,39.01,77.491,922.42,18.349,626.684,25,201.178,0,0,0,0,37.5,0
31dec2002,2002,832407,58,0,1.665,1.221,.07,0,6.209,7.435,4,1.586,.732,.096,.437,0,.13,0,0,0,0,.026,0
31jan2003,2002,39911,56,0,9902.004000000001,3658.212,2047.879,259.599,8781.58,14454.709,14.63,887.323,5739.725,0,2726.574,3395.773,477.457,0,0,110,0,496,0
31dec2002,2002,828750,59,0,187.573,120.523,24.306,.749,114.258,172.638,3.65,38.784,105.185,3.974,67.05,.078,-33.809,0,0,13.453,12.889,3.4,0
31jan2003,2002,1056285,59,0,79.05800000000001,39.157,39.472,5.44,220.561,341.504,11.6,18.91,49.673,0,37.166,0,15.882,0,0,1.382,0,2.447,0
31dec2002,2002,837342,58,0,1.169,-.876,0,.013,7.297,6.005,2.5,5.691,.845,.508,2.038,.033,-1.157,0,0,0,0,.417,0
31dec2002,2002,216085,57,0,404.839,224.881,113.328,6.561,348.624,713.01,13.9,21.832,263.825,126.074,101.52,82.498,24.315,0,0,0,0,39.4,0
31jan2003,2002,6885,56,0,532.769,412.117,179.922,2,592.899,875.557,18.15,18.873,378.283,11.023,104.797,.882,54.397,0,0,0,0,33.8,0
31mar2003,2002,826495,59,0,.847,.122,.256,.019,6.776,10.499,.15,17.468,.773,.142,.719,.004,.057,0,0,.005,0,.652,0
31mar2003,2002,810829,59,0,15.221,10.873,8.148999999999999,.159,9.449,17.825,.15,56.961,10.023,1.283,3.711,.9419999999999999,.408,0,0,3.872,0,.061,0
28feb2003,2002,818008,59,0,100.91,74.18000000000001,17.135,2.649,135.267,237.99,3.8,8.398,59.698,14.455,20.286,0,-18.602,0,.02,2.476,0,0,0
28feb2003,2002,805900,59,0,66.01900000000001,28.151,41.637,1.443,52.711,102.011,1.1,8.476000000000001,45.829,.007,12.279,21.452,-1.505,0,0,0,0,3.413,0
31dec2002,2002,874691,58,0,1389.575,1052.976,34.637,0,1907.663,2362.106,34.44,75.88,274.177,11.534,239.121,31.9,156.364,0,2.403,103.552,0,87.07299999999999,0
30sep2002,2002,7032,58,0,4259.302,858.1849999999999,425.182,138.282,7882.922,8769.841,21,187.004,1098.392,548.297,1303.562,1875.567,269.912,0,0,1611.881,0,0,0
31dec2002,2002,901495,58,0,22.067,12.284,.276,.52,24.094,34.687,3.9,4.696,2.696,.495,3.848,5.925,1.477,0,0,1.751,0,1.985,0
31dec2002,2002,1080029,59,0,3.673,3.306,0,0,.045,.06,.38,21.231,3.183,.087,.12,0,-.728,0,0,0,0,0,0
31dec2002,2002,1125856,59,0,.348,.071,0,0,.169,.459,.05,20.48,.005,0,.114,0,-.054,0,.11,0,0,0,0
31dec2002,2002,901491,58,0,365.469,121.947,16.341,7.677,751.022,946.2190000000001,27.88,18.041,57.433,14.487,74.702,140.085,46.797,0,0,48.756,0,35.81,0
31dec2002,2002,883670,58,0,473.313,419.759,12.39,.297,483.481,615.715,19.34,20.995,87.071,.79,42.496,0,39.209,0,0,23.034,0,14.195,0
31jan2003,2002,811696,59,0,214.427,117.384,74.756,.465,262.773,523.294,14.46,12.639,158.513,12.597,88.29000000000001,0,15.907,0,0,0,0,97.36,0
31dec2002,2002,1048620,58,0,13.147,6.498,.102,.531,10.324,12.287,2.27,3.826,3.731,0,1.51,5.436,-.216,0,0,0,0,.072,0
30jun2002,2002,703351,58,0,1783.336,977.096,25.19,17.827,2368.381,2887.111,31.75,97.44,141.954,22.613,302.22,443.971,152.713,0,0,193.899,0,116.6,0
31dec2002,2002,1050377,59,0,268.682,150.144,52.479,1.152,1054.166,1191.497,5.07,24.635,199.903,135.314,108.614,6.621,3.247,0,.264,37.45,0,19.871,0
31dec2002,2002,849101,58,-35.028,301.295,.265,5.283,33.083,392.611,441.588,.25,33.102,24.055,5.087,131.677,198.048,-63.429,0,0,1.909,0,20.8,0
31jan2003,2002,897429,56,0,301.544,240.133,44.907,0,208.677,531.1079999999999,18.21,85.282,160.429,2.226,54.86,0,66.759,0,0,0,0,18.811,0
31jan2003,2002,868984,59,0,272.958,118.653,197.859,4.341,202.206,341.037,10.07,14.198,205.449,1.621,146.92,5.14,9.907,0,0,5.662,0,0,0
30sep2002,2002,911004,59,0,447.883,279.567,136.606,3.209,227.486,472.269,7.78,18.62,300.141,149.868,50.309,116.016,23.167,0,0,5.022,0,23.529,0
30sep2002,2002,1005210,59,0,700.146,19.286,36.367,35.925,523.1950000000001,665.105,26.79,24.631,116.789,33.002,187.545,472.769,53.524,0,.498,244.734,0,0,0
31jan2003,2002,1326380,57,0,803.909,548.675,161.369,1.368,1009.491,1352.791,8.5,57.059,416.453,4.22,246.771,0,52.404,0,0,317.957,0,4.258,0
31dec2002,2002,887596,58,0,463.842,379.564,17.985,0,514.425,651.97,36.15,49.949,73.288,5.49,61.993,0,49.075,0,0,1.94,0,0,0
30jun2002,2002,277923,58,0,133.695,24.266,11.286,7.978,348.476,385.027,3,10.866,19.44,.952,38.994,43.807,3.11,0,0,3.705,0,6.6,0
31dec2002,2002,935066,58,-.206,13.859,2.151,.356,.464,41.137,47.228,.65,4.454,3.197,0,6.313,4.416,.677,0,0,2.474,0,0,0
31jan2003,2002,1337885,56,0,56.964,21.018,16.77,.9,78.554,137.632,.479,45.817,24.538,0,32.719,3.705,-18.995,0,0,0,0,1.2,0
31dec2002,2002,63908,58,0,23970.5,9786.4,111.7,388.4,9775.6,15405.7,16.08,1010.819,1715.4,855.3,2422.3,9440.1,893.5,0,0,1559.8,0,639,0
31dec2002,2002,1156388,59,0,257.975,3.674,169.529,15.825,429.858,667.4690000000001,10.79,22.178,190.412,0,117.645,125.131,19.082,0,0,10.244,0,37.084,0
31dec2002,2002,1048566,58,0,110.586,44.207,21.498,2.239,14.873,38.534,3.68,9.516999999999999,.005,2.245,.114,52.325,16.705,0,0,0,0,0,0
31jan2003,2002,798955,57,0,374.659,225.78,172.388,3.776,430.621,692.301,23.6,21.556,242.075,0,99.306,39.644,28.386,0,.136,7.278,0,38.7,0
28feb2003,2002,764478,57,0,7663,2730,2046,24,15400,20946,29.07,321.966,4867,312,3793,829,99,0,0,462,0,567,0
31dec2002,2002,864233,58,0,428.791,229.964,18.3,5.556,385.137,499.912,20.53,18.839,40.904,4.8,62.321,132.102,20.668,0,0,.159,0,17,0
31mar2003,2002,892907,59,0,86.901,59.274,50.886,.307,163.259,238.033,6.72,6.628,59.63,1.091,22.351,0,4.16,0,0,0,0,6.126,0
31dec2002,2002,891035,59,0,13.531,1.907,5.325,.783,31.572,51.685,.58,5.237,9.571,.457,6.328,2.091,-6.872,0,0,.493,0,19.726,0
31dec2002,2002,1023052,57,0,1150.481,668.721,615.256,2.329,1242.776,2184.716,22.6,44.085,772.979,19.019,399.491,0,69.246,0,0,18.126,0,59.8,0
28feb2003,2002,886137,56,0,350.078,259.501,158.78,0,524.76,757.159,12.42,23.043,247.232,5.854,81.67700000000001,0,25.037,0,0,0,0,12.836,0
28feb2003,2002,278130,57,0,967.487,643.936,333.35,2.327,1002.883,1780.211,15.97,90.73399999999999,663.601,11.42,243.589,25.393,129.386,0,0,0,0,72.256,0
31jan2003,2002,879123,56,0,415.847,211.133,180.023,.024,830.888,1193.405,3.32,32.556,297.62,0,184.988,0,7.576,0,0,0,0,69.477,0
31dec2002,2002,813856,58,0,108,2.623,1.729,16.147,228.57,257.181,.3,5,24.309,1.308,43.223,55.072,178.732,0,0,6.193,0,9.333,0
31jan2003,2002,929470,59,0,609.008,216.877,354.223,7.237,991.288,1431.678,5.59,32.975,409.392,0,227.566,121.625,59.669,0,0,0,0,35.2,0
30jun2002,2002,884647,59,0,13.565,6.766,5.291,.038,43.18,54.1,1.98,3.757,11.692,4.542,5.402,.822,.243,0,.096,0,0,.17,0
