datadate,fyear,cik,sic2,gdwlip,at,ceq,invt,xint,cogs,sale,prcc_f,csho,act,rectr,lct,dt,ni,acqintan,am,intan,xrd,xad,acqppe
31dec2008,2008,1156388,59,0,388.357,111.8,232.962,5.198,558.53,864.65,5.21,21.521,275.165,0,145.883,101.389,13.904,0,0,4.433,0,51.9,0
31jan2009,2008,701985,56,-144.574,6972,1874,1182,181,5660,9043,7.92,321,2867,236,1255,2897,220,0,6,2006,0,502,0
31jan2009,2008,897429,56,0,1226.183,902.196,132.413,0,754.131,1582.405,3.96,177.13,486.375,1.254,146.736,0,-19.137,0,0,135.704,0,67.5,0
31dec2008,2008,96289,57,0,2283.5,817.3,636.3,29.9,2290.6,4224.5,11.94,125.083,1792,67.09999999999999,637.2,732.5,192.4,0,0,36.7,0,214.5,0
31jan2009,2008,19353,56,-43.229,1279.692,465.866,268.142,8.795,1751.57,2474.898,1.08,115,655.548,33.3,272.897,312.381,-244.211,0,.721,210.801,0,87.139,0
31dec2008,2008,809248,58,0,450.198,8.459,5.588,28.033,650.995,816.327,2.7,21.593,29.235,0,70.80500000000001,316.154,12.752,0,0,208.305,0,31.329,0
31jan2009,2008,1326380,57,0,4512.59,2299.681,1075.792,50.456,6535.762,8805.897000000001,24.78,163.843,1818.041,41.884,1562.711,545.712,398.282,0,50.709,2109.897,0,46.708,0
30sep2008,2008,1136352,59,0,2158.8,36.9,99.90000000000001,68.09999999999999,1376.7,1878.9,25.5,20.24,373,129.6,449.4,1139.2,35.5,0,24.3,733.7,0,0,0
31dec2008,2008,1013488,58,0,335.209,232.277,3.606,.06,305.952,374.076,10.77,26.718,35.722,0,55.336,9.5,10.308,0,0,4.673,0,2.6,0
31jan2009,2008,18255,56,0,435.353,261.813,112.29,.053,562.056,857.718,13.23,29.387,315.369,44.136,150.73,0,33.634,0,0,0,0,6.46,0
31dec2008,2008,1096208,59,0,.712,-.344,.355,.017,5.479,6.429,.99,3.166,.71,.2,.556,.5,-.455,0,0,0,0,.429,0
31jul2008,2008,1096199,59,0,74.533,63.652,2.985,.19,33.647,55.326,1.39,68.90600000000001,51.204,4.413,8.271000000000001,0,-4.326,0,0,0,4.382,1.5,0
31dec2008,2008,1355096,59,0,17487,6303,1032,473,5972,8079,3.12,593.827,3282,0,1710,7131,-356.273,0,0,7722.876,0,0,0
31mar2009,2008,1396279,57,0,350.375,125.153,141.61,7.103,961.5700000000001,1396.678,14.15,32.744,186.131,5.319,110.474,92.608,36.497,0,0,0,0,62.224,0
31dec2008,2008,1286681,58,0,463.794,-969.064,24.342,113.628,1033.477,1425.114,4.71,56.984,254.251,69.39,149.554,1704.784,53.971,0,5.676,17.675,0,35.3,0
31dec2008,2008,887596,58,0,1142.63,452.566,23.132,14.788,1347.379,1606.406,10.1,59.747,190.219,24.555,185.833,329.887,52.293,0,0,4.177,0,4.1,0
31jan2009,2008,878731,59,0,567.629,6.923,442.738,37.499,460.134,754.305,.03,9.359,488.782,28.451,322.555,232.947,-107.33,0,0,7.546,0,30.2,0
31dec2008,2008,1080029,59,0,22.376,14.313,1.695,.168,26.457,37.099,.15,24.65,7.641,3.22,6.189,3.093,5.844,0,0,7.299,0,.589,0
31jan2009,2008,884217,56,0,1187.73,842.148,440.099,4.3,1031.241,1972.418,11.65,51.918,631.615,16.315,220.223,62.916,58.844,0,2.6,65.268,0,77,0
31dec2008,2008,1050377,59,-8.807,378.167,235.324,60.813,.681,1531.871,1753.68,5.12,26.834,303.019,173.77,128.812,4.309,10.366,0,1.071,50.28,0,19.47,0
28feb2009,2008,883943,56,0,290.142,200.223,38.828,0,341.734,530.742,3.89,35.467,146.043,2.407,51.984,0,-12.75,0,0,0,0,8.4,0
30sep2008,2008,896985,56,0,256.248,89.468,88.056,6.971,281.561,564.602,13.88,6.071,122.22,7.085,60.603,78.646,-1.389,0,.119,51.084,0,9.279,0
30sep2008,2008,12040,58,0,32.573,13.092,2.168,.495,46.599,64.209,6.05,1.885,6.852,.351,4.504,6.514,1.057,0,0,.345,0,.217,0
31jan2009,2008,798955,57,0,444.992,136.209,218.105,12.84,708.38,1000.434,.96,22.087,245.258,0,116.485,160.044,-102.668,0,.045,0,0,62.9,0
31dec2008,2008,1009244,58,-5.13,31.503,15.486,.77,.428,70.18000000000001,81.55200000000001,2.05,3.252,4.209,.144,5.056,7.5,-3.987,0,0,6.274,0,2.047,0
31dec2008,2008,895041,58,0,41.134,4.853,1.166,.58,87.295,96.581,.24,8.808,8.098000000000001,1.678,13.912,6.473,-16.596,0,0,1.527,0,1.118,0
31jan2009,2008,884940,56,0,449.89,186.35,207.139,1.753,1007.632,1326.469,1.17,42.656,341.581,0,135.477,100,-71.301,0,0,0,0,51.5,0
30sep2008,2008,1092006,56,0,388.675,193.25,62.986,0,570.468,823.252,10.25,20.871,130.575,0,74.721,0,18.166,0,0,28.79,0,0,0
31dec2008,2008,1091171,59,0,89.66500000000001,19.308,18.834,0,233.223,295.329,24.49,14.493,76.733,.984,69.14400000000001,.88,11.63,0,.033,.271,0,0,0
31dec2008,2008,852772,58,0,347.195,-174.037,5.455,36.746,605.008,760.271,1.99,95.71299999999999,53.459,15.146,107.117,327.639,14.662,0,5.737,98.83799999999999,0,23.2,0
31dec2008,2008,1071625,59,-14.267,26.452,6.62,17.33,1.288,48.517,77.98099999999999,1.34,5.187,21.282,.833,6.501,13.812,-13.849,0,.024,0,0,0,0
31dec2008,2008,1041061,58,0,6527,-108,143,253,7905,11286,31.5,459,951,229,1722,3579,964,0,18,940,27.303,584,0
30jun2008,2008,96793,59,0,111.624,40.244,4.711,2.114,105.629,158.431,4.81,7.85,35.172,20.052,27.069,37.962,1.616,0,.31,22.88,0,0,0
31jan2009,2008,1051251,56,0,613.809,224.949,187.044,7.977,828.404,1427.97,10,62.53,391.516,0,208.457,100,54.117,0,0,0,0,51.746,0
31jul2008,2008,93631,56,0,107.682,40.066,24.572,2.057,110.335,182.233,.98,26.141,38.741,5.788,31.852,12.611,-15.383,0,.708,45.298,0,6.631,0
31dec2008,2008,914537,58,0,38.457,7.983,1.281,3.785,41.118,52.142,2.99,8.148999999999999,12.595,4.634,15.32,9.333,-1.701,0,0,1.249,0,10.224,0
30sep2008,2008,763730,59,0,8.782,5.988,6.382,.167,.045,.52,1,6.426,.005,0,.114,2.433,-.522,0,0,0,0,.043,0
30jun2008,2008,884647,59,0,18.585,8.135,7.405,.098,53.024,71.23999999999999,1.46,3.978,13.852,4.964,8.15,2.314,-.004,0,.125,2.878,0,.549,0
31dec2008,2008,1096376,59,0,159.471,115.825,50.986,0,338.658,687.741,14.59,30.785,120.796,17.2,42.348,0,46.253,0,.41,5.307,0,153.61,0
31dec2008,2008,350199,56,-1,119.525,79.163,22.321,.243,156.036,265.728,2.02,13.038,63.885,3.102,20.424,4.402,-7.122,0,.119,10.396,0,10.7,0
31dec2008,2008,810829,59,0,58.923,25.212,31.121,.926,44.716,81.982,.39,37.529,37.431,3.313,29.256,3.206,-1.614,0,.059,14.187,0,7.1,0
31jan2009,2008,1318008,56,0,233.349,177.951,51.974,0,255.334,408.669,7.15,29.533,143.313,1.884,31.221,0,17.204,0,0,13.236,0,.763,0
31jan2009,2008,890491,59,0,2993.888,921.614,1203.471,3.862,3540.596,5121.804,16.42,54.615,1723.304,51.74,1475.675,0,75.92,0,4.563,323.451,0,28.772,0
31jan2009,2008,1223389,57,0,516.629,334.15,95.971,1.6,577.389,888.5890000000001,12.16,22.444,397.602,61.125,118.531,62.917,25.692,0,0,9.617000000000001,0,29.849,0
31dec2008,2008,353230,59,0,7459.718,3421.384,452.748,144.05,4622.647,6310.607,27.76,118.448,2371.693,1389.484,640.789,2733.426,156.108,0,37.4,4586.675,0,0,0
31jan2009,2008,1085482,56,0,545.458,175.773,88.523,9.130000000000001,658.871,995.062,2.69,24.8,242.663,8.445,101.506,166.25,-17.145,0,0,0,0,42,0
31dec2008,2008,1434729,59,-144.574,1152.457,258.285,304.172,16.42,1838.163,2823.593,7.27,56.223,710.606,165.114,404.252,408.528,-356.273,0,7.465,261.747,0,256.4,0
31aug2008,2008,16099,58,0,226.521,187.949,3.048,.222,275.028,317.662,7.42,27.939,14.189,0,31.98,0,2.265,0,0,0,0,3.8,0
31dec2008,2008,1324105,59,0,48.405,34.806,37.657,.182,148.688,207.41,4.6,22.918,46.384,.591,13.599,0,14.403,0,0,.161,0,12.7,0
31dec2008,2008,1021270,58,0,73.401,26.184,2.281,1.977,108.276,140.382,2.9,9.079000000000001,13.291,4.702,30.06,11.693,.389,0,0,0,.349,4.5,0
31jan2009,2008,6885,56,-95.374,768.043,450.003,314.517,5.239,1047.436,1515.82,7.15,37.863,371.619,0,169.648,57.012,-65.535,0,0,14.91,0,65.40000000000001,0
31jan2009,2008,1168213,56,0,657.919,355.06,126.36,0,1185.576,1885.531,21.11,66.93000000000001,393.881,0,175.437,0,149.422,0,0,0,0,0,0
28feb2009,2008,278130,57,0,655.462,144.261,316.331,14.592,957.213,1320.677,.21,89.874,533.727,17.566,233.811,184,-129.253,0,0,0,0,49.506,0
31jan2009,2008,870826,59,0,241.5,99.47199999999999,51.057,0,384.761,567.51,.245,33.69,161.469,51.31,95.988,0,-97.79300000000001,0,3.943,30.648,0,18.099,0
31jan2009,2008,1211351,56,0,456.813,222.496,104.861,1.752,799.539,1139.853,1.98,60.508,208.446,11.993,137.847,19.5,-19.807,0,0,14.879,0,32.217,0
31dec2008,2008,701719,59,-7.337,31.344,12.596,16.053,.903,91.238,105.219,1.7,9.834,20.697,2.326,7.033,15.91,-7.851,0,0,3.33,0,2.5847,0
31may2009,2008,68270,58,-18.957,1124.196,416.366,21.025,35.092,1025.722,1248.556,6.18,52.806,92.973,0,113.999,493.407,-17.918,0,.726,4.006,0,0,0
31jan2009,2008,1337885,56,0,204.801,115.329,33.942,.759,129.835,215.62,1.99,31.2,136.694,0,77.65900000000001,0,17.159,0,.077,14.513,0,0,0
30sep2008,2008,807882,58,0,1498.418,457.111,45.206,28.97,2001.502,2539.561,21.1,56.78,350.081,42.779,315.67,518.581,119.279,0,.8,105.038,0,106.9,0
31jan2009,2008,72333,56,0,5661,1210,900,145,5115,8573,12.69,215.4,3217,1881,1601,2238,401,0,0,53,0,98,0
31mar2009,2008,892907,59,0,151.055,32.086,88.431,2.195,284.257,372.652,.19,14.123,93.337,1.094,93.752,0,-52.247,0,0,0,0,9.9,0
31jan2009,2008,1018005,56,0,628.627,282.496,135.376,.747,611.85,1024.221,2.82,91.265,273.731,4.518,180.742,13.316,-25.963,0,0,0,0,80.2,0
31dec2008,2008,1378950,59,-4.4,90.43000000000001,77.52200000000001,10.91,0,102.153,153.424,1.39,29.847,48.921,1.353,12.908,.047,-16.906,0,0,12.8,0,10.1,0
31jan2009,2008,1017712,56,0,370.571,258.426,79.923,0,449.441,761.074,8.539999999999999,43.95,197.695,0,72.113,0,19.742,0,0,0,0,7.6,0
31jan2009,2008,863157,59,0,2357.653,1144.136,584.011,60.936,3344.806,5065.293,18.77,127.362,874.8339999999999,48.609,478.157,585.9930000000001,192.67,0,0,39.638,0,79.5,0
31jan2009,2008,719955,59,0,1935.464,1147.984,572.899,2.643,2075.827,3361.472,7.92,105.664,940.673,37.405,460.737,11.811,30.024,0,0,0,0,328.019,0
31dec2008,2008,1289460,58,0,622.663,359.99,8.140000000000001,4.344,723.153,880.461,7.75,69.336,34.808,9.922000000000001,99.643,132.71,38.168,0,0,127.614,0,6.1,0
31dec2008,2008,724606,58,0,673.917,495.162,11.959,1.606,1030.755,1298.853,52.24,30.82,138.413,15.198,114.014,0,67.43600000000001,0,1.303,107.809,0,12.5,0
30sep2008,2008,825324,58,0,11.92,5.409,.24,.08,21.961,25.882,2.25,3.867,1.928,.16,4.01,3.15,-1.076,0,0,0,0,1.525,0
31dec2008,2008,789356,58,0,368.413,174.532,5.41,2.18,553.169,677.074,10.72,23.865,37.523,3.993,79.51000000000001,74,8.662000000000001,0,.1,9.48,0,6.6,0
31dec2008,2008,908652,58,0,1515.324,294.477,26.161,82.917,899.866,1143.888,11.6,16.142,135.326,0,221.362,871.128,2.908,0,.4,57.401,0,36.917,0
31dec2008,2008,63908,58,0,28461.5,9786.4,111.5,473,13721.6,23522.4,62.19,1010.819,3517.6,931.2,2537.9,9440.1,2215.128,0,0,2237.4,0,639,0
31jan2009,2008,1277475,59,-6.514,613.12,179.905,358.127,18.008,763.034,1064.569,2.06,24.196,382.76,10.784,349.461,76.03,-15.497,0,0,66.244,0,37.243,0
31jan2009,2008,745732,56,0,2355.511,996.369,881.058,11.5,4814.774,6486.139,29.42,127.346,1313.715,41.17,955.259,150,305.441,0,.1,2.889,0,53.9,0
31dec2008,2008,1086467,59,0,152.549,94.2,32.704,.5,263.697,366.579,1.24,96.547,88.08799999999999,9.108000000000001,53.758,5.565,-8.287000000000001,0,.867,35.933,23.011,23.2,0
31dec2009,2009,1171014,58,0,31.57,9.324999999999999,.967,.004,105.788,118.573,.64,40.623,7.742,.179,13.339,0,-11.104,0,0,.482,0,1.9,0
31dec2009,2009,1617227,58,0,92.14100000000001,45.248,1.293,1.969,129.8,144.194,3.71,5.947,11.815,3.413,15.194,23.417,-15.338,0,0,0,0,.093,0
31mar2010,2009,1413263,59,0,24.123,16.689,3.77,.065,38.277,55.175,4.5,20,16.143,1.228,7.434,0,9.821999999999999,0,0,0,0,.456,0
30apr2010,2009,1055454,59,0,1067.82,551.188,99.91,30.532,501.421,896.678,23.46,18.86,232.996,72.73399999999999,223.069,332.139,25.852,0,10.738,706.8,0,0,0
31dec2009,2009,1316898,58,0,125.818,14.536,3.732,6.905,255.88,301.553,1.68,52.713,48.423,9.949,64.355,.245,-23.945,0,1.1,1.85,0,5.9,0
31jul2009,2009,922358,59,0,1404.977,147.073,129.808,89.51900000000001,1760.956,2069.522,18.37,68.23699999999999,258.815,106.626,224.259,1011.495,52.572,0,20.166,460.976,0,0,0
31dec2009,2009,1041061,58,-38,7148,1025,122,212,7356,10868,34.97,469,1208,239,1653,3263,1071,0,25,1102,27.303,548,0
31dec2009,2009,1076522,59,0,1.582,-.291,1.014,0,2.882,5.899,.25,14.506,1.534,.093,1.873,0,-.241,0,0,0,0,0,0
31dec2009,2009,1332602,58,0,93.727,50.62,13.278,.261,214.299,262.539,7.72,19.814,45.75,5.887,31.648,0,5.138,0,0,0,0,8.300000000000001,0
30sep2009,2009,1002590,59,0,664.126,306.334,62.636,20.592,875.755,1206.813,3.63,75.137,376.898,58.854,193.488,133.112,131.038,0,0,203.41,0,8.4,0
30sep2009,2009,825324,58,0,10.254,3.95,.22,.277,20.992,23.749,1.21,3.899,1.225,.122,2.425,3.505,-1.646,0,0,0,0,1.292,0
31dec2009,2009,1050377,59,0,401.095,235.266,67.39100000000001,.517,1384.86,1569.656,6.75,26.848,338.854,196.985,155.184,3.61,-1.222,0,.9409999999999999,49.339,0,17.126,0
31jan2010,2009,891919,59,0,273.498,114.708,201.51,.637,356.438,508.667,6.37,15.648,217.114,5.211,142.21,6.36,13.836,0,0,.653,0,3.5,0
31dec2009,2009,1170650,59,0,17915.5,6387.2,1285.3,172.5,35928,45015,63.91,474.493,8158.6,2450,6347.7,4000.1,1280.3,0,182,7722.876,0,0,0
31dec2009,2009,901491,58,0,397.095,176.869,15.767,5.714,850.217,1106.033,23.36,26.93,87.399,22.144,88.77,99.05,57.453,0,0,76.47499999999999,0,45.593,0
31dec2009,2009,1171759,58,0,600.095,288.622,14.526,7.013,670.893,841.045,17.9,15.587,55.205,4.703,95.422,191.334,17.599,0,4.7,109.195,0,17.2,0
30jun2009,2009,703351,58,-7.713,1948.947,646.924,36.709,35.33,3061.168,3620.58,17.03,102.125,369.215,49.509,408.882,729.2619999999999,79.166,0,0,130.719,0,113.2,0
28feb2010,2009,84129,59,0,8049.911,-969.064,3238.644,473,18310.789,25669.117,1.52,887.636,4508.668,955.502,2175.692,6370.899,-356.273,0,182,823.088,0,375.118,0
30sep2009,2009,12040,58,0,33.479,14.394,1.933,.436,48.294,67.06,5.7,1.863,8.526999999999999,.27,6.44,6.8,1.389,0,0,.345,0,.351,0
31dec2009,2009,1042809,59,0,265.469,160.074,122.058,1.417,265.394,468.889,2.94,24.852,181.298,0,84.67100000000001,0,-25.903,0,0,0,0,26.9,0
31jan2010,2009,863157,59,0,2461.986,1172.715,563.389,60.548,3580.637,5336.392,25.75,120.794,1066.61,52.232,565.229,571.474,198.325,0,0,42.2,0,67.09999999999999,0
31jan2010,2009,18498,56,0,863.652,577.093,290.974,4.43,731.349,1574.352,23.58,24.074,450.072,27.217,169.657,0,28.813,0,.9,175.464,0,36.6,0
31jan2010,2009,1318008,56,0,260.265,192.676,50.916,0,252.565,407.603,12.73,30.251,174.662,2.161,39.787,0,9.131,0,0,13.186,0,.822,0
31mar2010,2009,1040130,59,0,104.17,96.848,29.064,0,146.405,238.266,22.17,22.99,86.499,2.097,7.088,0,26.002,0,0,.85,0,27.657,0
30sep2009,2009,876523,59,0,492.517,415.685,64.001,1.425,203.589,597.456,13.66,48.703,277.381,136.019,48.585,35,68.47199999999999,0,.485,115.931,0,2.033,0
31jan2010,2009,919628,58,0,823.543,236.175,24.692,20.02,1065.901,1418.733,8.359999999999999,55.291,145.855,31.355,199.263,329.008,48.198,0,.216,26.906,0,64.443,0
31dec2009,2009,1289460,58,-1.394,662.073,420.372,8.004,3.373,768.405,942.331,11.23,70.38500000000001,74.316,12.312,108.203,101.426,47.479,0,1.132,124.659,0,7,0
31jan2010,2009,34151,59,0,1000.4,565.6,416.8,6.3,1015,1990.7,35.02,26.216,686.1,0,327.2,0,66.59999999999999,0,0,11.6,0,67.5,0
31jan2010,2009,912615,56,0,1636.093,1296.775,186.13,0,1065.524,1937.815,31.57,168.558,806.213,38.405,188.549,0,219.893,0,0,0,0,46.827,0
31jan2010,2009,1017480,59,0,276.704,175.079,169.394,.117,397.292,593.492,21.22,28.675,231.52,2.693,83.937,.269,32.549,0,0,0,0,5.572,0
31dec2009,2009,1267130,59,0,2491.885,984.421,440.134,23.456,1626.863,2656.482,14.26,67.288,1341.092,167.86,721.7380000000001,348.279,49.617,0,0,5.755,0,188.312,0
31dec2009,2009,1532063,59,0,11931.2,3551.8,313,126,22284.7,24758.4,86.42,275.007,4143.5,2450,5456.8,3832.6,827.6,0,44.7,7382.4,0,0,0
31jan2010,2009,813298,56,0,181.039,93.223,89.977,1.066,220.611,395.168,2.8,47.169,105.153,2.494,59.583,7.576,6.11,0,.551,32.809,0,19.1,0
31jan2010,2009,72333,56,0,6579,1572,898,148,5015,8627,34.54,217.7,4054,1972,2014,2613,441,0,0,53,0,85,0
31jul2009,2009,1498301,56,0,1131.821,626.08,193.979,4.795,918.35,1494.236,15.59,60.238,565.614,0,361.118,142.409,69.688,0,0,236.3,0,0,0
31dec2009,2009,852772,58,0,312.627,-127.498,4.165,34.321,460.532,608.103,2.19,96.613,58.345,15.685,92.108,278.666,41.554,0,5.38,87.55,0,20.1,0
31jan2010,2009,795212,59,0,394.566,193.353,266.568,2.91,550.804,813.9880000000001,1.3,31.395,353.144,4.505,171.224,8.848000000000001,-42.449,0,.086,0,0,14.1,0
31dec2009,2009,828750,59,0,1061.848,476.34,55.678,19.43,398.604,1004.215,25.39,60.033,380.224,70.58199999999999,358.435,205.793,-11.028,0,10.722,505.878,27.303,15.684,0
31dec2009,2009,887596,58,0,1046.751,516.1130000000001,22.202,16.012,1325.864,1602.02,21.59,60.277,172.227,24.604,200.461,151.802,42.833,0,0,4.338,0,7.7,0
30sep2009,2009,807882,58,0,1455.91,524.489,37.675,22.855,1934.964,2471.096,20.49,57.261,300.049,38.361,337.697,425.247,118.408,0,.8,104.277,0,100.1,0
31dec2009,2009,1355304,58,0,2.999,2.116,.062,.002,1.022,1.342,1.4,2.761,.742,.006,.364,.015,-2.364,0,0,0,0,.129,0
31dec2009,2009,216085,57,0,360.933,244.557,93.301,.981,263.42,589.474,13.73,21.428,168.301,15.299,71.44499999999999,7.183,-4.179,0,0,0,0,38.223,0
31jan2010,2009,884217,56,0,1232.106,902.3440000000001,431.492,1.244,1025.759,1909.575,20.15,52.412,708.33,16.745,224.035,43.491,45.508,0,2.2,63.701,0,82,0
28feb2010,2009,886137,56,0,610.268,442.15,190.894,0,763.996,1169.793,12.09,53.138,443.607,3.767,114.943,0,35.672,0,.162,.096,0,16.736,0
31jan2010,2009,885245,56,0,488.903,354.259,88.187,0,472.533,898.287,30.34,46.381,264.809,6.911,92.03,0,127.303,0,0,0,0,8.521000000000001,0
31jan2010,2009,874214,56,0,902.141,417.186,169.141,3.091,729.837,1828.523,12.56,58.774,504.895,19.267,275.374,2.67,-18.208,0,0,0,0,60.8,0
31jan2010,2009,1056285,59,0,165.541,88.485,39.355,.209,237.688,406.194,15.46,19.749,123.65,0,48.078,0,34.57,0,0,0,0,2.164,0
28feb2010,2009,883943,56,0,267.297,193.73,38.496,0,289.134,455.402,6.94,35.944,149.61,2.47,41.29,0,.158,0,0,0,0,4.6,0
31dec2009,2009,1086467,59,0,154.529,97.666,40.212,.2,293.545,412.832,3.09,100.257,94.605,15.073,51.68,3.206,-1.377,0,.477,35.6,24.88,27.5,0
31dec2009,2009,1091171,59,0,130.415,43.269,19.434,0,234.197,302.134,63.33,14.644,115.844,1.594,86.182,.84,12.8,0,.046,.325,0,0,0
31dec2009,2009,809248,58,0,439.977,31.404,5.935,19.638,644.4690000000001,816.14,7.07,21.612,31.09,0,71.143,283.092,21.835,0,0,205.075,0,31.172,0
31jan2010,2009,874841,56,0,477.218,306.678,89.66500000000001,0,698.131,1027.101,3.52,65.748,198.922,0,82.223,0,-70.30200000000001,0,0,0,0,14,0
31jan2010,2009,812906,59,0,148.546,47.212,91.495,5.114,150.051,274.058,3.31,19.902,98.94199999999999,3.469,34.944,30.219,1.788,0,0,3.21,0,10,0
30sep2009,2009,1228068,59,0,2133.1,799.4,96.5,84.5,1023.9,1570.6,29.78,59.807,246.8,94.7,257.2,1093.3,101.4,0,0,632.3,0,0,0
31jan2010,2009,745732,56,0,2768.633,1157.293,872.498,11.193,5168.235,7184.213,45.93,122.929,1745.447,44.234,1190.514,150,442.757,0,0,2.889,0,53.5,0
31dec2009,2009,949373,58,0,211.221,62.286,5.513,6.114,330.83,408.562,9.83,16.461,34.474,5.629,62.23,112.022,71.995,0,0,68.812,0,4.6,0
31dec2009,2009,840489,59,0,256.285,212.439,34.437,.765,254.048,365.954,22.19,29.857,136.586,65.05800000000001,35.291,9.375999999999999,49.764,0,0,70.252,0,1.519,0
31aug2009,2009,1618921,59,0,25142,9786.4,4864,99,35928,45015,33.88,988.561,9829,2450,6769,2386,2006,0,148,2158,0,334,0
31dec2009,2009,96289,57,0,2429.3,1048.3,670.6,44.1,2304.3,4276,19.5,125.227,2015.7,47.3,654.5,627.8,205,0,0,38.9,0,193,0
30jun2009,2009,1084869,59,-85.438,286.127,133.783,45.854,6.269,432.544,713.95,1.92,63.466,122.078,11.335,78.399,92.855,-98.417,0,3.7,84.027,0,70.8,0
30jun2009,2009,96793,59,0,107.383,41.777,4.745,3.765,140.097,199.254,2.17,8.050000000000001,37.023,21.116,25.4,35.545,.912,0,.919,22.04,0,0,0
31dec2009,2009,1096199,59,0,60.151,48.265,5.28,.065,43.147,65.577,1.19,60.524,52.494,4.299,11.783,0,-14.021,0,.2,2.554,8.103,2.8,0
31dec2009,2009,1062449,58,0,309.073,209.833,3.644,0,402.934,538.924,40.27,18.054,98.523,2.118,66.70399999999999,0,30.671,0,.612,17.91,0,17.758,0
31dec2009,2009,1130713,59,0,216.5,10.8,23.375,3.47,710.753,876.769,13.56,22.776,192.34,11.64,141.104,60.792,7.747,0,0,2.784,0,48.9,0
30sep2009,2009,932628,59,0,1657.564,364.459,87.94,70.34,1316.527,2260.095,36.04,57.046,316.507,136.147,420.605,865.644,224.643,0,5.237,698.274,0,0,0
31jan2010,2009,109198,56,0,7463.977,2889.276,2532.318,49.278,14532.629,20288.444,38.01,409.386,4803.856,148.126,2894.986,792.524,1213.572,0,0,179.794,0,227.5,0
31aug2009,2009,868611,58,0,849.0410000000001,-4.268,3.365,43.457,465.339,718.789,11.43,61.097,202.132,15.97,117.319,739.011,49.442,0,0,88.31,0,32.997,0
31jan2010,2009,701985,56,-3,7173,2183,1037,237,5211,8632,19.02,323,3250,219,1322,2725,448,0,6,2036,0,459,0
31jan2010,2009,719955,59,0,2079.169,1211.595,466.124,3.151,1847.671,3102.704,18.98,106.962,1180.193,44.187,563.482,10.259,77.44199999999999,0,0,0,0,264.963,0
28feb2010,2009,764478,57,0,18302,6320,4864,94,35928,45015,36.5,418.815,9829,2020,7364,1139,1317,0,106,2981,0,639,0
31may2010,2009,68270,58,0,1064.029,538.1,28.813,17.345,982.556,1194.796,10.76,64.492,76.31,.992,114.781,289.266,45.344,0,.652,3.315,0,0,0
31jan2010,2009,1337885,56,0,169.391,105.813,33.702,.468,135.512,223.866,1.79,31.309,91.794,0,51.468,0,-10.424,0,.021,14.492,0,0,0
31jan2010,2009,1319947,56,0,903.465,205.869,262.284,13.632,843.727,1602.605,8.279999999999999,48.957,627.023,6.663,257.819,129.757,-26.091,0,.9,28.699,0,0,0
31jan2010,2009,1403568,59,0,553.635,292.608,206.948,2.444,787.556,1222.771,19.4,58.169,262.774,13.477,126.357,0,39.356,0,0,0,0,76.81100000000001,0
31jan2010,2009,98246,59,0,3488.36,1883.239,1427.855,55.041,1040.804,2709.704,40.61,126.326,2445.666,158.706,600.273,726.407,264.823,0,.976,24.706,0,159.891,0
31mar2010,2009,935226,58,-11.124,234.09,143.716,6.902,2.02,256.223,313.524,6.5,15.416,15.707,1.929,55.389,22.41,-8.943,0,0,10.659,0,6.9,0
30sep2009,2009,1368458,59,0,1490.732,-615.451,559.689,131.305,1393.283,2636.6,7.11,181.852,715.918,43.649,374.185,1677.53,99.117,0,6.2,572.8200000000001,0,55.2,0
31jan2010,2009,850209,56,0,2816,1948,1037,13,3522,4854,11.29,156.541,1772,37,433,138,48,0,19,244,0,68.8,0
31dec2009,2009,701719,59,0,31.656,12.439,17.766,.401,73.10599999999999,85.37,1.41,9.864000000000001,21.309,.649,7.612,15.111,-.314,0,.027,3.301,0,2.636,0
31dec2009,2009,1076784,58,0,94.396,86.62,6.764,0,186.164,208.489,.5,54.831,58.725,18.232,7.776,0,-1.213,0,.698,35.377,0,.405,0
31dec2009,2009,30697,58,0,4975.416,2336.314,23.024,126.708,2728.484,3580.835,4.69,452.932,878.992,70.914,475.147,1522.911,5.062,0,44.837,2273.902,0,182.008,0
31dec2009,2009,353230,59,0,7324.104,3875.993,368.477,147.873,4584.808,6166.209,24.18,120.28,2219.607,1230.463,620.049,2107.31,211.923,0,39.6,4570.848,0,0,0
31dec2009,2009,1009244,58,0,27.727,14.927,.5620000000000001,.195,62.041,71.807,2.22,3.29,3.494,.061,4.161,5.15,-.849,0,0,5.017,0,1.63,0
31dec2009,2009,1013488,58,0,381.122,252.979,3.994,.078,347.763,426.707,18.83,26.774,74.298,0,66.741,5,13.038,0,0,4.673,0,5.2,0
31dec2009,2009,1080029,59,0,22.42,14.288,1.84,.155,24.965,36.15,.21,24.448,7.125,3.129,4.364,3.847,-.019,0,0,7.299,0,.606,0
31dec2009,2009,1324272,58,0,254.415,41.765,7.368,7.754,273.929,344.63,2.09,23.535,22.035,9.166,60.088,125.5,2.419,0,0,75.977,0,8.1,0
31dec2009,2009,914537,58,0,57.937,14.407,2.159,3.619,81.944,104.329,4.9,8.138,19.403,5.935,24.785,12.874,3.958,0,0,.459,0,13.142,0
31jan2010,2009,884940,56,0,404.213,215.689,218.125,.238,869.852,1219.109,7.9,42.872,320.39,0,167.609,0,23.553,0,0,0,0,50.2,0
